Country,Year,Energy Type,Installed Capacity (MW),Production (GWh),Investments (USD),Renewable Energy Jobs,Electricity Prices,Investment/MW,Gross Revenue,ROI
Russia,2019,Hydro,14240.031032196895,78600.58481134789,2656499059.372583,101214,0.4410044014269246,186551.49369872888,34663203856.5347,748.1494630029717
France,2012,Hydro,42057.31341225882,3579.3529727700256,8471887242.306419,303460,0.2555782204904457,201436.7194419281,914804663.2877499,-92.981221136093
India,2007,Geothermal,25959.606281960972,52615.60562939683,8256533026.896573,474708,0.412838402902011,318053.0912995372,21721742595.76225,71.00558601595631
Germany,2007,Biomass,19377.12934348582,85465.58748600158,6122617945.411479,846422,0.099175022062861,315971.36174712965,8476051524.539583,-10.015069696130446
Germany,2008,Hydro,46445.97164030798,72576.64602057858,4387497556.8558235,446000,0.2075633096417961,94464.54454293617,15064248850.732382,123.1741813206396
France,2011,Solar,18697.305036043028,66885.3443345251,8410058395.542246,270281,0.4952891646921151,449800.5664094409,33127586325.59143,156.03783111717712
France,2000,Solar,18407.83137586764,72981.07821119313,5343931582.089915,250690,0.2882386381259684,290307.50407110533,21035966592.559093,155.8673904244859
USA,2018,Biomass,36383.992103615434,60454.00664022303,9875496812.452152,838179,0.3360594003965113,271424.22371707903,20316137223.080063,33.71974540411025
India,2017,Hydro,27672.100167174947,37521.08379139261,3692397233.9667144,367515,0.4293886711925118,133433.9356846753,16111128310.888964,183.61611003666536
USA,2001,Wind,39431.61242476551,59129.123815509614,1820055054.0210805,490769,0.0958189773957677,46157.25662991079,5665692178.309865,102.34002854832092
Brazil,2021,Biomass,9131.63116785662,17497.466564418068,7780287982.295735,685819,0.3270877170577649,852015.1371950262,5723206392.850079,-52.18577816376839
Japan,2004,Wind,20995.458650037563,41374.44326448988,5402715965.4409075,938234,0.3382733386628495,257327.8372002243,13995871058.395636,68.38412839300067
Brazil,2007,Wind,42689.54709198156,37062.683929026294,4088798393.566934,683380,0.2987671935152091,95779.84945019336,11073114061.616428,76.03030150312189
Japan,2010,Geothermal,5919.865037961491,6387.914983763416,6664740027.415557,283412,0.443230340892901,1125826.3464922782,2831317735.848329,-72.38667193722387
Russia,2012,Hydro,8839.87621577411,51191.752745251964,2055400679.822462,252576,0.3830348483159714,232514.64496242048,19608225247.806297,520.0906001536882
Brazil,2016,Geothermal,48217.876812651666,1330.5776065011232,333247103.99374914,845074,0.231369377790247,6911.277020524262,307854912.91780096,-39.95275847908821
Canada,2002,Biomass,29777.593780935156,33167.61835889844,3975338216.160721,161432,0.248164026409407,133500.98887794945,8231009718.354806,34.58367630660787
Russia,2010,Hydro,32443.609755282,26452.49993632819,945588655.24894,133096,0.1258716879336293,29145.605633324845,3329620817.049851,128.8789654009366
Brazil,2020,Solar,42521.68802482976,79871.40633991304,6370677067.487132,746811,0.2255939355312234,149821.82889275448,18018504892.63449,83.84275417105933
Japan,2004,Biomass,22643.555239711408,87034.50579738646,8682475287.988764,628559,0.2205067456857841,383441.345498686,19191695635.7522,43.67564259579466
Australia,2010,Wind,24657.422558008715,62927.482694595536,6521124857.230126,189575,0.3808371247974849,264469.03936892096,23965121580.153248,138.87487769581125
Germany,2021,Hydro,28636.06102361948,85870.7330059577,2835101660.3505487,989595,0.1547636954413633,99004.59626804509,13289671970.260662,204.69054783740418
Brazil,2016,Solar,23352.27005137041,88670.29906823354,4242187524.984888,208770,0.0697144913639354,181660.60582773786,6181604798.629936,-5.283698670916913
Canada,2022,Hydro,45412.49480905313,26943.907849453364,8670560635.37392,518873,0.390044902028908,190928.96507516727,10509333897.415964,-21.21539401441732
France,2007,Geothermal,37057.33408734309,61453.18301393312,1507114317.24254,408169,0.3002330805922755,40669.79868790113,18450278448.474037,695.7379778230946
Russia,2022,Hydro,9132.77097444415,90645.65005927786,4798708415.509601,258725,0.1034575857932482,525438.3832615123,9377980117.792492,27.02766137787484
Russia,2013,Geothermal,35300.88479256032,23908.452056240167,3766571607.805597,296312,0.2874594593738366,106699.07085726656,6872710702.55209,18.602868120207685
India,2013,Hydro,45775.444116579754,49658.20772398786,3294254365.25711,256090,0.1652343677431307,71965.53586388775,8205242556.530184,61.900298835252734
China,2023,Hydro,33973.594082527175,33707.25198736176,7430700998.696315,672205,0.2662800675858704,218719.89700724566,8975569337.328653,-21.48627605541932
Japan,2016,Wind,23916.793770909004,55085.62453147519,1603131471.040049,696596,0.3862970935502812,67029.53106490406,21279416652.910934,762.7876798787247
Brazil,2022,Solar,29702.989105826025,30712.440225457376,6072266474.227991,782667,0.3042930585257625,204432.84184610768,9345582370.994083,0.038899263202437195
Brazil,2008,Geothermal,5557.199556394589,70460.34946556487,1713613320.3071587,274745,0.4050877674853337,308359.1479696511,28542625661.2421,982.665876831645
Canada,2008,Biomass,7851.918198273831,88197.41448345566,3560980047.8130074,337250,0.2612339241752642,453517.21170450485,23040156687.625404,320.5612400483445
Germany,2018,Geothermal,8463.609067383346,28731.472981657527,9194182934.567924,217986,0.4962123818940273,1086319.4248893217,14256912643.552172,0.7919168485025304
USA,2015,Solar,4607.049486195158,27332.813894262486,1115330069.453916,723328,0.4146083859273552,242092.05323189136,11332413851.552958,560.4384841086522
Germany,2009,Hydro,44711.896658066464,32277.769476300506,3519064088.410253,867560,0.2416195941759232,78705.31897410305,7798941561.76773,44.052847228454446
India,2023,Hydro,36437.336251154135,86354.8832970595,7426036872.636132,675545,0.2664105443703127,203802.95698484042,23005851468.204445,101.3699057896613
China,2017,Hydro,21623.052950608508,32368.2965386803,8084176327.300968,591610,0.4420212805152173,373868.40543594316,14307475884.123741,15.037809025441415
Canada,2003,Solar,1398.8698415689344,49274.87637776089,4427219726.951769,388303,0.1589949003500919,3164854.652943493,7834454059.44519,15.02467581715425
Germany,2006,Biomass,17510.25351881091,10868.237214072484,6193201199.207646,558397,0.4573126170574549,353689.97899170424,4970182003.168711,-47.836051209300535
Japan,2007,Biomass,4503.908428780104,88600.15130579058,4859663030.27474,375952,0.4751925108514554,1078987.9739164663,42102128360.81748,463.1333543919445
China,2020,Hydro,29306.996453581207,21935.29772767805,3901924036.2306137,400096,0.1971802563909468,133139.67681440152,4325207629.955311,-27.948752119048383
China,2020,Wind,9729.504062820684,10298.170967927672,1700894091.329484,94624,0.1259289411760891,174818.16959500575,1296837766.0414724,-50.44109141045464
USA,2014,Wind,14033.530582775822,73416.61098521232,5176448451.188631,990576,0.0729426950957745,368862.8759994289,5355205470.059431,-32.75537101621595
Germany,2006,Wind,40174.13895527786,90976.76026281764,5196718812.1861,114590,0.3816754652439617,129354.82744188058,34723597299.69929,334.31902053037743
France,2003,Hydro,1600.9839324115248,75717.8643591392,8187961879.2322035,283902,0.376253649793816,5114331.076951452,28489122819.719223,126.16043047032295
Germany,2023,Biomass,17252.05918768216,2074.031285218055,1384651965.943542,52920,0.2431146966291831,80260.09828045183,504227486.7052222,-76.32994612223314
India,2006,Biomass,45444.74109912838,20412.11590482559,7243037898.098335,819201,0.4286699399448792,159381.21161916477,8750060499.0695,-21.475775711618983
Russia,2023,Biomass,25742.647947693808,9270.262192532682,9830542861.380138,971379,0.3616855422120409,381877.6872276196,3352919807.553966,-77.83034054536327
USA,2000,Geothermal,44580.626037038855,8563.797739226577,9570725815.420816,211816,0.4542630816043435,214683.5221082177,3890217151.257375,-73.57942127813311
Canada,2011,Solar,35024.660968143966,85736.88910018987,4562447189.331877,138840,0.3439818702867613,130263.850190629,29491935465.25195,320.163943973694
China,2007,Biomass,31185.33133572675,22806.547206275005,8468087438.283211,141951,0.4252802440627243,271540.72365368594,9699173962.112679,-25.550330918035662
China,2006,Biomass,24212.553964146973,77937.94488996148,4679389478.385932,397289,0.3068857989112102,193262.9447234271,23918048483.053703,232.23845943568398
China,2016,Wind,7859.787404178744,13649.322446741826,9011380324.932692,335160,0.0709699601622587,1146517.0572096761,968691870.2870909,-93.01272731831666
USA,2007,Wind,466.5659967254237,52287.792383625914,8586916321.840695,317903,0.0950426758903401,18404505.219213683,4969571704.538352,-62.38205326708602
China,2012,Solar,31643.329441312715,39345.548108437906,2396487587.4879208,418682,0.4161442370029545,75734.36897443315,16373423097.048931,344.09681354694055
USA,2004,Biomass,44492.771519933834,39529.08789262496,2833758972.956274,481457,0.2317100232179433,63690.32263334465,9159285873.384249,110.09323215265658
Australia,2005,Biomass,13332.566495835412,49729.49114315089,6535538011.584342,986052,0.4476552577731254,490193.5432780925,22261668176.61357,121.40616869109127
Australia,2014,Wind,11055.634915422366,40743.2875675618,8818253966.396807,544298,0.0605006754674496,797625.2864587214,2464996418.6020303,-81.83032969795484
France,2023,Geothermal,26080.413955500037,59459.31135346572,7017784344.78535,466983,0.2392260053781952,269082.55201621854,14224213537.627972,31.74726302794329
France,2010,Wind,22456.48268857522,94811.006709265,9882844037.01213,873948,0.1647398465458782,440088.6894918788,15619150696.144545,2.72799929324122
India,2011,Geothermal,17326.096554225063,63274.72250301272,3003863763.8795247,144534,0.4718981285191629,173372.21655659168,29859223131.741066,546.1176857956233
Russia,2015,Hydro,14517.160554449416,50368.93447064822,7462586693.078105,898634,0.3005630796332328,514052.7767181627,15139042062.342527,31.862821099955198
Germany,2015,Geothermal,16599.7467316896,78966.72961972517,6415267490.523834,550856,0.4403812899245652,386467.79340776475,34775470251.058945,252.34782799902544
India,2022,Hydro,4591.876710567251,42390.561533033215,2649728506.382186,540298,0.1156063268467156,577046.962146084,4900617111.803647,20.21613214334802
Japan,2002,Biomass,16339.65745877262,77424.44802271243,2214424176.811787,407969,0.1466579767226473,135524.5164960837,11354912895.878775,233.30079483450828
India,2010,Solar,6861.764685104818,38700.00045327646,5199662030.415629,861139,0.4230711883100507,757773.2943396908,16372855179.367172,104.67399235442186
China,2014,Hydro,36563.0077706278,70600.6517192553,1690033619.2360566,906232,0.1820600464064485,46222.49979646677,12853557928.333128,394.35777834958975
India,2000,Geothermal,39227.21655253412,17919.29652333085,9826543722.19565,114453,0.497699555813137,250503.21143830547,8918425920.145653,-41.00696020920574
Germany,2012,Geothermal,48091.752692656184,60688.20296084729,3787367947.457568,501157,0.1815078542790637,78752.96148305935,11015385499.475714,89.04951074177171
Canada,2022,Geothermal,1290.8116376251755,30658.03418176044,3025489912.8072934,354313,0.2029815849682161,2343866.3121860013,6223016370.22348,33.696054431463025
India,2001,Wind,2993.1769640738107,24568.697025519643,6468475302.813605,337661,0.3034666599171849,2161073.461560322,7455780424.851723,-25.078831574951927
Japan,2017,Geothermal,37863.91410684102,19784.690872104868,786499162.3625003,299943,0.4986136311874001,20771.73427298686,9864916557.660418,715.2832284294115
Canada,2017,Biomass,12875.982244068451,25165.997610741157,3839288852.581605,304640,0.3231813169572473,298174.4444661875,8133180250.382265,37.69652052081708
France,2011,Solar,22314.20715381147,99030.3113432104,2402546832.7725143,506853,0.1563105094001458,107668.93110796175,15479478412.112253,318.79146040462035
USA,2010,Biomass,25687.09568805503,83907.91667306719,3057939757.0630336,9873,0.1644559383830562,119045.7572237344,13799155174.23655,193.31679417610152
Japan,2013,Geothermal,16747.328465908613,14918.155604823309,8075693681.160302,215869,0.2840494402048275,482207.87557845045,4237493748.43857,-65.89307314973186
India,2006,Wind,17000.41784384561,80953.43803866973,2934977782.8945384,240199,0.4481149192336921,172641.50857074617,36276443348.38819,703.4026122404758
Canada,2003,Solar,20560.913114639738,25018.13539280283,9945499068.066414,861030,0.285871711348876,483709.01684249815,7151977179.498429,-53.257396789663694
Canada,2010,Geothermal,10141.052399772996,33700.007467151605,1810945205.5281472,447169,0.264657992444914,178575.66790293725,8918976321.634954,220.12755501191305
India,2013,Wind,13425.099202561438,76463.34475604733,7130005763.878206,97564,0.301558911724407,531095.2013313867,23058203031.441776,110.20785209414558
France,2016,Hydro,49879.64998315407,62708.732148712304,9934769046.826912,813098,0.1967207204698381,199174.79473457002,12336106968.044783,-19.28881797418184
China,2006,Hydro,47951.32722433016,86680.39205116605,9777638086.787844,351464,0.453077669970024,203907.55903471092,39272950062.63051,161.07959114588292
France,2017,Geothermal,14800.491295101569,57918.84220083769,1729022566.4156833,666142,0.2493373628806261,116821.97110496783,14441331375.455988,442.90010878838046
India,2001,Geothermal,40878.8907911092,75237.22733344354,4616026906.09341,239622,0.4061341837345815,112919.57332407254,30556409909.521236,330.2762277007162
Germany,2006,Solar,8662.227984612751,6124.0364260673905,7108522124.589685,367951,0.1626201025424723,820634.383811762,995891431.5809146,-90.89361446469495
Russia,2018,Solar,9206.124826669982,39776.8422661967,9797495795.52394,940084,0.3371564083326419,1064236.6880732232,13411017273.284903,-11.026639770361657
Canada,2008,Geothermal,5602.415531930076,68042.98086539253,1821328891.847205,103319,0.3658914298962458,325097.07312262553,24896343563.241364,788.5063751277977
USA,2016,Solar,38054.28161090664,36927.51498947091,5921366992.341227,423466,0.0605275466955406,155603.17372130128,2235131887.875476,-75.46452146948204
Canada,2019,Solar,40081.4236360646,52126.84452714856,7135948284.277897,151813,0.0709112599019032,178036.298038503,3696380220.1307316,-66.33037338038802
Germany,2011,Geothermal,24648.79806058008,17363.39001071348,3649284165.693496,292146,0.3964058116148119,148051.20139020745,6882948709.581395,22.59710283147273
Japan,2013,Biomass,36995.62964577416,66943.53656720417,2011734998.4997327,278923,0.1162304960268413,54377.639136343874,7780880460.9971285,151.40350510479053
Germany,2014,Hydro,22748.8004772157,88413.47222145558,2414164403.6000977,279287,0.287198449479779,106122.71209719517,25392212135.125557,583.6708329896171
Brazil,2013,Wind,23304.809311915655,15072.267992309196,915602261.9189286,433967,0.267753399178801,39288.125024510926,4035650988.2746296,186.4970142036168
India,2018,Hydro,6627.997221380055,61394.89591779436,4647166463.106251,42350,0.3990348343558417,701141.8846278026,24498702122.85121,242.6637824634603
France,2016,Hydro,8064.1560476820205,57625.57339111809,3676890886.9642663,887019,0.1231509250298393,455954.82840652124,7096642668.491087,25.454300285958865
France,2021,Biomass,25143.58630664972,48087.69786490211,8127802158.951062,988894,0.3406846634795225,323255.48391644924,16382741164.609127,31.01674411782456
Canada,2001,Geothermal,25711.483015063048,50233.58300005507,9130709203.254126,780420,0.1009925517578979,355121.8417819349,5073217731.117722,-63.88460685998763
France,2010,Wind,33833.1118735973,85201.23808618833,8997033791.097414,568014,0.4593201649832925,265923.9216513963,39134646734.5288,182.73229786703928
Brazil,2005,Wind,8924.170511883083,16992.35648438934,1776093448.4233162,48658,0.3886926558435824,199020.56399060713,6604804170.958212,141.71716386510815
Brazil,2014,Hydro,34783.02854609161,42806.96420184831,5608002169.918389,5188,0.3237864745209322,161228.1162489093,13860316023.860212,60.64910716038908
India,2007,Geothermal,39250.93646948399,65631.72764251387,8673549983.093935,804527,0.3022346780048782,220976.8928656586,19836184070.93904,48.65331578467643
France,2001,Hydro,1601.545508065973,19371.51964003092,5191206341.329497,232658,0.0789256629203186,3241372.983274387,1528910029.3634121,-80.85625086457839
Canada,2019,Geothermal,32918.6712037125,16255.678420046876,8276411419.28879,556457,0.2514579089727804,251419.97281941902,4087618904.4389386,-67.89729082711999
China,2013,Wind,166.50539101865695,87285.46453414019,3551118743.708914,980147,0.436496994480599,21327349.955359768,38099842930.99511,597.382985264004
Canada,2023,Hydro,2231.2287048140483,39682.57585914993,425085270.3713317,169308,0.2241484460783969,190516.22518757373,8894787715.216564,1260.1064110831833
USA,2023,Wind,39312.223433729974,40604.120067849086,5732649610.141369,808160,0.3797904807828642,145823.59147925331,15421058282.33355,74.85261729208705
France,2015,Biomass,21736.384359951466,58687.42384921552,5999943937.860733,563205,0.0943169521137243,276032.2893864272,5535218944.864302,-40.03456779890152
France,2018,Biomass,17547.547814847778,4686.09131054294,2460289592.6340127,654399,0.4280335406671841,140207.03169432312,2005804255.5414195,-47.00734539521872
USA,2006,Biomass,37033.006990291375,72805.28351333433,7578514416.645335,828307,0.2875266362237125,204642.15662077157,20933458267.902733,79.54373543515494
India,2006,Biomass,40978.30415089875,14780.978250243652,8846704991.924578,378617,0.168095281448157,215887.53305523377,2484612699.053794,-81.7446353658321
France,2022,Solar,9691.25655021478,38020.47226776963,2018233026.1592443,435072,0.274086190668703,208252.97686650505,10420886411.298042,235.61913215908658
Russia,2017,Biomass,20793.344849831006,42980.5675053665,9431190043.63426,374656,0.1699761545924091,453567.72139095794,7305671586.761652,-49.6491268925253
USA,2008,Solar,18352.68330635941,52390.92627290595,9846679134.747826,991739,0.2729187031026913,536525.3118782822,14298463652.750206,-5.612834062093625
Canada,2006,Solar,39190.695048589834,84246.35934851746,6375725836.838167,876639,0.2454430066776182,162684.68392646126,20677679740.143192,110.8072425799044
Germany,2000,Solar,37446.11184579328,22528.80378610189,404814177.9661277,290093,0.231601271636842,10810.579737442213,5217699605.318098,737.7929746671431
Australia,2002,Hydro,29899.01339425411,64211.45142810813,970816346.804337,402417,0.1145252480209971,32469.84554316114,7353832400.592292,392.36820909736616
Brazil,2007,Hydro,10968.996741540404,67154.51349645609,8909832362.170359,480065,0.0758442161891343,812274.137016393,5093281439.701353,-62.84292676636356
Brazil,2012,Geothermal,30799.253241153787,69889.30819875874,7969501007.907077,292910,0.1289194898505361,258756.30637882723,9010093958.990868,-26.512825990819533
Canada,2001,Solar,23787.93767996324,29502.481677147505,5886949371.726564,545038,0.161229659886442,247476.23988796584,4756675086.612479,-47.47977923595908
China,2009,Solar,3818.049950139655,14634.770987376878,4213269697.365369,390926,0.340220920573881,1103513.5088296207,4979055257.713286,-23.185882937011964
Brazil,2014,Geothermal,33938.68364270282,86339.22626299786,9573078871.898949,585530,0.0987077742797578,282069.834313013,8522352857.45693,-42.13429731987402
Japan,2010,Solar,44162.78604000011,60753.682437798954,2497640267.0474105,864570,0.0763142561088481,56555.31480249439,4636372081.113816,20.659563848502575
Canada,2005,Geothermal,2236.429534574111,7808.770426762916,7079819201.636793,371447,0.2938197139495253,3165679.5316759315,2294370693.0889926,-78.93532436304221
China,2004,Geothermal,11505.762529512922,43507.35165504693,4474953495.039353,903108,0.2909971635174295,388931.50137253816,12660515923.773996,83.89767311717567
Japan,2006,Hydro,38377.075880380646,40997.555521232374,5585716888.498541,439805,0.1494571676245975,145548.2670412131,6127378527.735569,-28.69677925802092
Russia,2012,Wind,8418.262957332463,47305.338881830154,969879209.9431762,888580,0.0758575348445526,115211.32267534995,3588466392.5617995,140.49419053964746
India,2008,Wind,5249.511155706373,68731.23211829567,7947165861.881554,818536,0.3362894405123012,1513886.841300023,23113587594.782757,89.04641223949216
Australia,2002,Solar,20175.906688303658,29658.975194159568,6899772821.240695,750001,0.0930056573274343,341980.8055139658,2758452483.590879,-74.01372246902963
France,2001,Wind,34643.80084028371,18698.14784919663,4219199449.8120937,485969,0.1209156646967037,121788.00672777282,2260898975.782851,-65.16911912461728
France,2007,Geothermal,25124.13009872108,41381.130414493135,9184435392.33013,8679,0.1987649891096057,365562.3241975512,8225119936.179901,-41.78925834698969
Germany,2006,Solar,46870.919226819955,94081.39902809705,8567145207.496165,829441,0.1913833701153971,182781.67675862368,18005615211.168655,36.61084998324821
Brazil,2002,Geothermal,34397.78169833755,55203.00839471464,7285768633.254342,944071,0.172297210895415,211809.25843268735,9511324379.445515,-15.144699786080048
Japan,2013,Wind,8623.67635317216,94448.3570615695,7987689861.209571,357207,0.128391285330101,926251.1177464763,12126345960.45123,-1.3215959651729208
Canada,2021,Solar,47452.47793572345,4720.876263435637,6873589031.380278,391520,0.3670334288178505,144852.0568449738,1732719401.993584,-83.61456284112951
China,2005,Biomass,1172.2972483797064,87194.32374218348,1392741979.1926336,172676,0.2928996396604633,1188045.0808168452,25539186004.52332,1091.927230667907
China,2004,Biomass,15814.034680539236,82308.26360056139,3763997804.404281,455504,0.4036166144970964,238016.28619395022,33220982699.59318,473.68893067548265
Australia,2022,Solar,24901.56630365377,35157.95593815823,4121673813.460505,121198,0.1353021506323154,165518.65706759732,4756947050.268992,-24.98155548901072
India,2013,Solar,26447.838045298504,54329.749173134056,278230642.3556597,697488,0.1193945424981796,10519.976788995778,6486675546.567192,1415.4114836420379
USA,2018,Biomass,8687.035901461566,23270.474272452106,1035461391.2251024,984749,0.1257675571732331,119196.16805668885,2926670703.50887,83.71867588708677
India,2006,Geothermal,27002.117647012234,67570.36880132498,2156572678.2596674,286315,0.485029589043489,79866.79809530756,32773628211.223644,887.8108237226933
China,2006,Solar,4353.90725080429,16455.86557305191,7080229209.744933,634987,0.1403203810162202,1626178.2352936007,2309093327.162345,-78.80138314463417
USA,2021,Wind,12837.91092720801,3057.8570002012007,9382185994.803354,550349,0.3443975769498407,730818.7483151352,1053118541.528402,-92.70397056322896
China,2018,Hydro,29350.75461129912,26714.89708925271,6630710759.673074,74378,0.0593213040004062,225912.7864848987,1584762531.571127,-84.4647778668599
China,2008,Biomass,5504.409317664031,81103.2406054793,1759668321.760598,149676,0.1794581389408904,319683.4065580298,14554636621.13457,437.6305117700794
France,2016,Wind,23572.64099117188,13992.868453975716,2620882006.405821,615749,0.2934006911174675,111183.21478647045,4105517275.1122847,1.820159102949607
China,2010,Solar,32252.247672239813,12058.05309823617,5566358530.568439,967968,0.311749659504677,172588.23593121296,3759093947.6644416,-56.10395822397079
Japan,2001,Solar,33197.77733446423,75630.20755786328,4478356253.3892975,47579,0.2099766679609209,134899.27980028043,15880578980.192987,130.4947564033855
Brazil,2009,Hydro,13988.43054406626,48868.05592101711,1525915769.962942,957804,0.405355249531269,109084.12957093451,19808923001.9719,743.8080400463018
Japan,2002,Solar,48814.48230494286,35768.21985500129,287200324.89945203,368630,0.0729212451132392,5883.506519752043,2608263127.3107786,490.3095803758406
Canada,2011,Wind,35494.6369094321,80009.7230072536,5247317543.245955,922608,0.3558654679502647,147834.09551800683,28472697518.547363,252.69932178732452
Japan,2006,Hydro,46118.17492331889,30357.09334010694,298759609.1747449,204412,0.2430015354179588,6478.131662224172,7376820292.472279,1504.9469348791451
Russia,2012,Hydro,44126.3038305295,58400.86016654618,7124291789.15486,85025,0.1737197020625764,161452.26703138917,10145380028.330587,-7.436455249439275
Australia,2003,Solar,34812.74700339234,29215.148235718396,1340178146.7365324,516092,0.2451115564062851,38496.76518218854,7160970454.697269,247.31433331365054
Brazil,2014,Geothermal,4468.175238726405,49240.83591278176,9643551422.855404,538616,0.4698861975371067,2158275.114027124,23137589150.60563,55.953261287640466
USA,2009,Solar,7811.1294847633135,39416.15294750149,3026126864.1341047,239369,0.287030771902018,387412.2007626404,11313648805.929354,143.01267111477546
China,2003,Biomass,7412.393271914792,73152.28963672601,6240629612.332446,37260,0.4939834228381956,841918.30943157,36136018423.20098,276.37888216701583
China,2015,Solar,6955.303754998702,51915.660345305776,3198970120.619119,331642,0.3636435840651338,459932.48221834365,18878796797.075134,283.5990164148174
France,2018,Biomass,26788.49699879049,30186.205899459317,2628409972.978132,228042,0.4045763380387566,98117.11247170027,12212624642.087162,202.01551884853924
Germany,2004,Hydro,36065.1934035714,50831.38961748819,950072300.778998,240345,0.4080411662746114,26343.191623780836,20741299502.879055,1319.0335478486365
China,2002,Hydro,1882.747867221733,81495.80545740706,9020923307.507702,311859,0.2238585143527696,4791360.258354391,18243529935.67748,31.453223289474646
Canada,2021,Hydro,44195.30188355801,54709.7052524404,6546779849.721124,490759,0.4794070369446134,148132.9365499079,26228217687.185604,160.4080462152223
Russia,2023,Biomass,42517.970022119,38684.57587347154,5638947738.65905,612509,0.348388461879394,132625.04620341744,13477259887.015465,55.35201481833991
Australia,2006,Hydro,47654.136619659555,53146.34638744697,4766772614.510304,440737,0.193758630054318,100028.51699014496,10297563268.423977,40.418196246669645
Australia,2015,Geothermal,10094.369822554558,6728.688943860923,5206489652.855299,705866,0.1967127035145899,515781.5440070438,1323618593.2556126,-83.47539046496864
Brazil,2005,Wind,29570.44441072351,30711.826275048057,2974690607.9571395,893354,0.0841373107516542,100596.7501414483,2584010471.054537,-43.53675633719386
China,2014,Hydro,33706.592001584344,71865.3588762573,5884643473.279909,329445,0.2182571869476511,174584.350533074,15685131067.315327,73.25323513732624
Russia,2007,Wind,17854.375840432658,43282.92746546186,8739854854.213045,690618,0.2707517140848853,489507.7224946137,11718926801.88556,-12.844062649922675
India,2014,Solar,20065.69678643164,98367.82281622464,5559473539.785102,847789,0.1655660726692457,277063.5676875373,16286374100.706533,90.41628833561187
USA,2016,Wind,45402.80736356069,10485.580455356125,7626080538.825114,8004,0.2469533622770144,167964.95594996272,2589449348.876343,-77.92913321331208
France,2018,Solar,20311.391441761843,97405.20067148138,473669529.2305209,980102,0.2396035784369342,23320.387999446386,23338634639.254604,3102.6785721596734
Canada,2013,Solar,13910.150230859832,59945.50819529979,5597638763.227968,185959,0.3163017588185066,402413.96895984205,18960869675.442524,120.1743594102611
Germany,2010,Geothermal,33820.54489778658,47075.33903105055,4479500073.477298,273851,0.4904510017470035,132449.0804928002,23088147185.35856,235.02166367492347
Canada,2015,Geothermal,5167.835855436176,18333.308898527725,954150715.5738188,843710,0.4183283888394439,184632.550697237,7669343573.616943,422.4618334906377
India,2016,Hydro,14131.827708179668,75970.24507475618,4320941824.676242,962309,0.4028586663858967,305759.58849082416,30605271615.82601,360.39561182422244
Brazil,2004,Solar,40998.85490635714,26529.576880029977,4992612070.1712885,849162,0.0644936576197873,121774.42715350451,1710989448.0984783,-77.72422279895152
Brazil,2019,Hydro,32953.754065939145,2625.7057998820715,2285926538.487322,141654,0.1393421048150077,69367.71251958955,365871372.7805412,-89.59649891178378
India,2008,Biomass,43538.22413784792,9369.137177206803,53467979.85519046,411059,0.2310508251706559,1228.0698378028371,2164746875.9307017,2531.641354630984
China,2023,Wind,49763.675588481165,43104.95485302787,1116603232.7000384,492651,0.2203753817420046,22438.118155373944,9499270880.707891,452.974045895391
India,2023,Wind,11181.64175247885,77086.57684501943,5722316726.588245,774049,0.4119891393230769,511759.9770462749,31758832447.741783,260.74971165288946
China,2015,Geothermal,13655.048688425768,33112.4458378036,5393429608.686812,237477,0.3443925620339949,394976.9592003262,11403680057.293072,37.43374021794751
India,2017,Solar,12749.553514530064,22457.388399857955,8686571246.074444,455352,0.3681473745633597,681323.5644820635,8267628578.9573555,-38.13487020266102
Brazil,2015,Hydro,23764.99896310102,65451.07250658888,4642374521.54877,354218,0.1273891915313607,195345.03362515615,8337759211.474826,16.740764070249796
Russia,2010,Solar,40650.90332358646,37072.654563568736,9957001941.281565,664346,0.4477031676773911,244939.25416669188,16597544882.319412,8.349925380440808
Brazil,2023,Geothermal,28664.93125468074,92176.15427898464,3289544014.017574,440986,0.2881748045927301,114758.48257896726,26562845247.45574,424.8706002191218
Australia,2001,Solar,27439.943614944015,92780.04356226156,2811582489.187044,272022,0.1097136941629379,102463.12924840828,10179241323.81402,135.33034815536374
Australia,2014,Hydro,22802.138093551075,12898.532284870984,1851645004.4380395,409161,0.4394423169313542,81204.88512266855,5668160912.277579,98.9746730150678
India,2008,Geothermal,26446.208616716525,73104.3026853784,753130916.4350561,602395,0.4679267557324691,28477.84071244925,34207459185.65354,2852.321832162119
Russia,2008,Solar,28769.89523583682,76963.23528179848,1505810019.079753,84641,0.0565512217780869,52339.78110577413,4352364987.180068,87.87477874506087
Canada,2013,Hydro,48573.71814596951,92962.55116460084,920291854.5174744,383403,0.2283892538513218,18946.292144074567,21231647696.598515,1399.5863469882522
China,2017,Solar,45745.99574563075,70216.65616377334,2506045029.1412272,732764,0.2802533055895874,54781.735281837915,19678449997.34495,410.40553340166605
Russia,2002,Wind,49454.0225047576,70620.11517298264,2496521140.1260676,926025,0.2627360695888875,50481.6598060531,18554451494.464016,383.0879770075808
USA,2011,Solar,37124.07083769731,83302.70709088711,7062657055.265537,851034,0.3969177532015721,190244.68211319714,33064323334.123577,204.30204948373057
Japan,2001,Wind,28875.265681960067,35790.34723024473,9596863066.714376,156884,0.459548729538538,332355.83604378934,16447408599.402102,11.399063582466225
